AfterHoursChangeRealtime	AnnualizedGain	Ask	AskRealtime	AverageDailyVolume	Bid	BidRealtime	BookValue	Change	ChangeFromFiftydayMovingAverage	ChangeFromTwoHundreddayMovingAverage	ChangeFromYearHigh	ChangeFromYearLow	ChangePercentRealtime	ChangeRealtime	Change_PercentChange	ChangeinPercent	Commission	Currency	DaysHigh	DaysLow	DaysRange	DaysRangeRealtime	DaysValueChange	DaysValueChangeRealtime	DividendPayDate	DividendShare	DividendYield	EBITDA	EPSEstimateCurrentYear	EPSEstimateNextQuarter	EPSEstimateNextYear	EarningsShare	ErrorIndicationreturnedforsymbolchangedinvalid	ExDividendDate	FiftydayMovingAverage	HighLimit	HoldingsGain	HoldingsGainPercent	HoldingsGainPercentRealtime	HoldingsGainRealtime	HoldingsValue	HoldingsValueRealtime	LastTradeDate	LastTradePriceOnly	LastTradeRealtimeWithTime	LastTradeTime	LastTradeWithTime	LowLimit	MarketCapRealtime	MarketCapitalization	MoreInfo	Name	Notes	OneyrTargetPrice	Open	OrderBookRealtime	PEGRatio	PERatio	PERatioRealtime	PercebtChangeFromYearHigh	PercentChange	PercentChangeFromFiftydayMovingAverage	PercentChangeFromTwoHundreddayMovingAverage	PercentChangeFromYearLow	PreviousClose	PriceBook	PriceEPSEstimateCurrentYear	PriceEPSEstimateNextYear	PricePaid	PriceSales	SharesOwned	ShortRatio	StockExchange	Symbol	TickerTrend	TradeDate	TwoHundreddayMovingAverage	Volume	YearHigh	YearLow	YearRange	symbol
null	null	9.84	null	null	9.79	null	0.00	-0.31	9.76	9.76	-0.64	1.20	null	null	-0.31 - -3.08%	-3.08%	null	CAD	9.78	9.76	9.76 - 9.78	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	9.76	null	12:42pm	12:42pm - <b>9.76</b>	null	null	null	null	HORIZONS AUSPICE MANAGED FUTURE	null	null	9.78	null	0.00	null	null	-6.15%	-3.08%	inf%	inf%	14.02%	10.07	null	null	null	null	null	null	null	TOR	HMF-A.to	null	null	0.00	1700	10.40	8.56	8.56 - 10.40	HMF.A
null	null	7.30	null	1203	7.00	null	0.00	0.00	0.15	-0.11	-1.35	0.43	null	null	0.00 - 0.00%	0.00%	null	CAD	7.15	7.10	7.10 - 7.15	null	null	null	4/15/2016	null	null	0.00	null	0.00	null	null	null	12/24/2015	6.95	null	null	null	null	null	null	null	4/7/2016	7.10	null	3:58pm	3:58pm - <b>7.10</b>	null	null	9.43B	null	HIGH ROCK CDN HIGH YIELD BOND F	null	null	7.15	null	0.00	null	null	-15.98%	0.00%	2.11%	-1.47%	6.45%	7.10	null	null	null	null	null	null	0.00	TOR	HHY-UN.to	null	null	7.21	12	8.45	6.67	6.67 - 8.45	HHY.UN
null	null	12.98	null	1827	12.90	null	0.00	0.00	-0.11	-0.35	-1.48	1.01	null	null	0.00 - 0.00%	0.00%	null	CAD	13.03	13.01	13.01 - 13.03	null	null	null	null	null	null	null	null	0.00	null	null	null	null	13.12	null	null	null	null	null	null	null	4/6/2016	13.01	null	3:11pm	3:11pm - <b>13.01</b>	null	null	null	null	HORIZONS ACTIVE US FLOAT RATE B	null	null	13.03	null	0.00	null	null	-10.21%	0.00%	-0.82%	-2.60%	8.42%	13.01	null	null	null	null	null	null	null	TOR	HUF.to	null	null	13.36	4200	14.49	12.00	12.00 - 14.49	HUF
null	null	9.97	null	null	9.94	null	0.00	0.00	9.97	9.97	0.00	0.03	null	null	0.00 - 0.00%	0.00%	null	USD	9.97	9.94	9.94 - 9.97	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	9.97	null	3:26pm	3:26pm - <b>9.97</b>	null	null	null	null	HORIZONS ACTIVE US FLOATING RAT	null	null	9.94	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.30%	9.97	null	null	null	null	null	null	null	TOR	HUF-U.to	null	null	0.00	361	9.97	9.94	9.94 - 9.97	HUF.U
null	null	9.95	null	null	9.92	null	0.00	0.00	9.92	9.92	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	9.92	9.92	9.92 - 9.92	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	9.92	null	10:46am	10:46am - <b>9.92</b>	null	null	null	null	HORIZONS ACTIVE US FLOAT RATE B	null	null	null	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	9.92	null	null	null	null	null	null	null	TOR	HUF-V.to	null	null	0.00	0	9.92	9.92	9.92 - 9.92	HUF.V
null	null	9.56	null	null	9.48	null	0.00	0.00	9.40	9.40	-2.09	0.16	null	null	0.00 - 0.00%	0.00%	null	CAD	9.40	9.40	9.40 - 9.40	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	9.40	null	10:46am	10:46am - <b>9.40</b>	null	null	null	null	HORIZONS CDN EQUITY MGD RISK ET	null	null	null	null	0.00	null	null	-18.19%	0.00%	inf%	inf%	1.73%	9.40	null	null	null	null	null	null	null	TOR	HUT-A.to	null	null	0.00	84	11.49	9.24	9.24 - 11.49	HUT.A
null	null	6.16	null	null	6.12	null	0.00	0.00	6.15	6.15	-1.11	0.59	null	null	0.00 - 0.00%	0.00%	null	CAD	6.15	6.15	6.15 - 6.15	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/7/2016	6.15	null	9:29am	9:29am - <b>6.15</b>	null	null	null	null	HORIZONS ENHD INCOME EQUITY ETF	null	null	6.15	null	0.00	null	null	-15.29%	0.00%	inf%	inf%	10.61%	6.15	null	null	null	null	null	null	null	TOR	HEX-A.to	null	null	0.00	439	7.26	5.56	5.56 - 7.26	HEX.A
null	null	13.26	null	null	13.16	null	0.00	0.00	12.83	12.83	-10.37	10.55	null	null	0.00 - 0.00%	0.00%	null	CAD	12.83	12.83	12.83 - 12.83	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/7/2016	12.83	null	10:52am	10:52am - <b>12.83</b>	null	null	null	null	HORIZONS ENHD INCOME ENERGY ETF	null	null	12.83	null	0.00	null	null	-44.70%	0.00%	inf%	inf%	462.72%	12.83	null	null	null	null	null	null	null	TOR	HEE-A.to	null	null	0.00	300	23.20	2.28	2.28 - 23.20	HEE.A
null	null	9.29	null	null	9.21	null	0.00	0.00	9.23	9.23	-1.78	0.22	null	null	0.00 - 0.00%	0.00%	null	CAD	9.23	9.23	9.23 - 9.23	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	9.23	null	10:46am	10:46am - <b>9.23</b>	null	null	null	null	HORIZONS MANAGED MA MOMENTUM ET	null	null	9.23	null	0.00	null	null	-16.17%	0.00%	inf%	inf%	2.44%	9.23	null	null	null	null	null	null	null	TOR	HMA-A.to	null	null	0.00	1500	11.01	9.01	9.01 - 11.01	HMA.A
null	null	13.35	null	9476	13.30	null	0.00	-0.11	-0.12	-0.56	-1.49	0.92	null	null	-0.11 - -0.82%	-0.82%	null	CAD	13.32	13.30	13.30 - 13.32	null	null	null	null	null	null	null	null	0.00	null	null	null	null	13.44	null	null	null	null	null	null	null	4/8/2016	13.32	null	2:24pm	2:24pm - <b>13.32</b>	null	null	null	null	HORIZONS ENHD INCOME US EQUITY	null	null	13.31	null	0.00	null	null	-10.06%	-0.82%	-0.86%	-4.02%	7.42%	13.43	null	null	null	null	null	null	null	TOR	HEA.to	null	null	13.88	6557	14.81	12.40	12.40 - 14.81	HEA
null	null	36.24	null	329638	36.11	null	23.17	0.04	1.27	5.22	-13.14	13.33	null	null	0.04 - 0.11%	0.11%	null	CAD	36.64	36.07	36.07 - 36.64	null	null	null	3/1/2016	0.96	2.65	0.00	4.41	1.08	null	4.09	null	2/19/2016	34.93	null	null	null	null	null	null	null	4/8/2016	36.20	null	4:00pm	4:00pm - <b>36.20</b>	null	null	2.53B	null	HOME CAPITAL GROUP INC.	null	null	36.49	null	0.68	8.85	null	-26.63%	0.11%	3.64%	16.84%	58.29%	36.16	1.56	8.21	7.51	null	4.41	null	6.76	TOR	HCG.to	null	null	30.98	123780	49.34	22.87	22.87 - 49.34	HCG
null	null	9.85	null	2966	9.77	null	0.00	-0.11	-0.68	-0.62	-0.86	0.00	null	null	-0.11 - -1.11%	-1.11%	null	CAD	9.79	9.79	9.79 - 9.79	null	null	null	null	null	null	null	null	0.00	null	null	null	null	10.47	null	null	null	null	null	null	null	4/8/2016	9.79	null	2:19pm	2:19pm - <b>9.79</b>	null	null	null	null	HORIZONS MANAGED GLOBAL OPPT ET	null	null	9.79	null	0.00	null	null	-8.08%	-1.11%	-6.51%	-5.99%	0.00%	9.90	null	null	null	null	null	null	null	TOR	HGM-A.to	null	null	10.41	940	10.65	9.79	9.79 - 10.65	HGM.A
null	null	13.36	null	419	13.31	null	0.00	0.00	2.56	1.50	-0.81	3.50	null	null	0.00 - 0.00%	0.00%	null	CAD	13.39	13.39	13.39 - 13.39	null	null	null	null	null	null	null	null	0.00	null	null	null	null	10.83	null	null	null	null	null	null	null	3/30/2016	13.39	null	2:05pm	2:05pm - <b>13.39</b>	null	null	null	null	HORIZONS ENHD INC US EQUITY ETF	null	null	13.39	null	0.00	null	null	-5.70%	0.00%	23.63%	12.58%	35.39%	13.39	null	null	null	null	null	null	null	TOR	HEA-A.to	null	null	11.89	9	14.20	9.89	9.89 - 14.20	HEA.A
null	null	10.28	null	null	10.23	null	0.00	-0.03	10.22	10.22	-0.02	0.00	null	null	-0.03 - -0.29%	-0.29%	null	USD	10.24	10.22	10.22 - 10.24	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	10.22	null	2:57pm	2:57pm - <b>10.22</b>	null	null	null	null	HORIZONS ENHD INCOME US EQUITY	null	null	10.23	null	0.00	null	null	-0.20%	-0.29%	inf%	inf%	0.00%	10.25	null	null	null	null	null	null	null	TOR	HEA-U.to	null	null	0.00	8566	10.24	10.22	10.22 - 10.24	HEA.U
null	null	10.28	null	null	10.23	null	0.00	0.01	10.23	10.23	-4.73	0.00	null	null	0.01 - 0.10%	0.10%	null	USD	10.23	10.23	10.23 - 10.23	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	10.23	null	1:33pm	1:33pm - <b>10.23</b>	null	null	null	null	HORIZONS ENHD INC US EQUITY USD	null	null	10.23	null	0.00	null	null	-31.62%	0.10%	inf%	inf%	0.00%	10.22	null	null	null	null	null	null	null	TOR	HEA-V.to	null	null	0.00	450	14.96	10.23	10.23 - 14.96	HEA.V
null	null	13.01	null	null	12.91	null	0.00	0.00	13.11	13.11	-0.23	0.89	null	null	0.00 - 0.00%	0.00%	null	CAD	13.11	13.05	13.05 - 13.11	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/1/2016	13.11	null	3:54pm	3:54pm - <b>13.11</b>	null	null	null	null	HORIZONS MORNINGSTAR HDG FD IDX	null	null	13.05	null	0.00	null	null	-1.72%	0.00%	inf%	inf%	7.28%	13.11	null	null	null	null	null	null	null	TOR	HHF-A.to	null	null	0.00	1800	13.34	12.22	12.22 - 13.34	HHF.A
null	null	5.49	null	null	5.45	null	0.00	0.00	5.61	5.61	-0.29	0.77	null	null	0.00 - 0.00%	0.00%	null	CAD	5.61	5.61	5.61 - 5.61	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	5.61	null	10:46am	10:46am - <b>5.61</b>	null	null	null	null	HORIZONS GOLD YIELD ETF ADV CLA	null	null	null	null	0.00	null	null	-4.92%	0.00%	inf%	inf%	15.91%	5.61	null	null	null	null	null	null	null	TOR	HGY-A.to	null	null	0.00	25	5.90	4.84	4.84 - 5.90	HGY.A
null	null	26.46	null	2824	26.37	null	0.00	0.78	22.72	22.02	0.00	22.99	null	null	0.78 - 3.04%	3.04%	null	CAD	26.41	25.91	25.91 - 26.41	null	null	null	null	null	null	null	null	0.00	null	null	null	null	3.69	null	null	null	null	null	null	null	4/8/2016	26.41	null	2:15pm	2:15pm - <b>26.41</b>	null	null	null	null	HORIZONS ENHD INCOME GOLD PROD	null	null	25.91	null	0.00	null	null	0.00%	3.04%	615.39%	501.19%	672.22%	25.63	null	null	null	null	null	null	null	TOR	HEP-A.to	null	null	4.39	300	26.41	3.42	3.42 - 26.41	HEP.A
null	null	8.04	null	null	7.99	null	0.00	0.00	7.98	7.98	-1.04	0.50	null	null	0.00 - 0.00%	0.00%	null	CAD	7.98	7.98	7.98 - 7.98	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/29/2016	7.98	null	9:41am	9:41am - <b>7.98</b>	null	null	null	null	HORIZONS ENHD INCOME FINANCIAL	null	null	7.98	null	0.00	null	null	-11.53%	0.00%	inf%	inf%	6.68%	7.98	null	null	null	null	null	null	null	TOR	HEF-A.to	null	null	0.00	17	9.02	7.48	7.48 - 9.02	HEF.A
null	null	14.29	null	975	14.23	null	0.00	0.00	8.84	8.50	0.00	8.94	null	null	0.00 - 0.00%	0.00%	null	CAD	13.39	13.39	13.39 - 13.39	null	null	null	null	null	null	null	null	0.00	null	null	null	null	4.55	null	null	null	null	null	null	null	3/28/2016	13.39	null	10:46am	10:46am - <b>13.39</b>	null	null	null	null	HORIZONS NATURAL GAS YIELD ETF	null	null	null	null	0.00	null	null	0.00%	0.00%	193.96%	173.90%	200.90%	13.39	null	null	null	null	null	null	null	TOR	HNY-A.to	null	null	4.89	0	13.39	4.45	4.45 - 13.39	HNY.A
null	null	5.93	null	null	5.89	null	0.00	0.00	5.86	5.86	-2.45	0.35	null	null	0.00 - 0.00%	0.00%	null	CAD	5.86	5.86	5.86 - 5.86	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	5.86	null	10:46am	10:46am - <b>5.86</b>	null	null	null	null	HORIZONS ENHD INC INTL EQUITY E	null	null	5.86	null	0.00	null	null	-29.48%	0.00%	inf%	inf%	6.35%	5.86	null	null	null	null	null	null	null	TOR	HEJ-A.to	null	null	0.00	3000	8.31	5.51	5.51 - 8.31	HEJ.A
null	null	54.73	null	65	53.72	null	0.00	-0.63	-0.62	-0.28	-4.69	3.45	null	null	-0.63 - -1.15%	-1.15%	null	CAD	54.45	53.87	53.87 - 54.45	null	null	null	null	null	null	null	null	0.00	null	null	null	null	54.69	null	null	null	null	null	null	null	4/8/2016	54.07	null	3:40pm	3:40pm - <b>54.07</b>	null	null	null	null	HORIZONS US 7 TO 10 YR TREASURY	null	null	54.45	null	0.00	null	null	-7.98%	-1.15%	-1.14%	-0.51%	6.82%	54.70	null	null	null	null	null	null	null	TOR	HTB.to	null	null	54.35	625	58.76	50.62	50.62 - 58.76	HTB
null	null	41.60	null	null	41.52	null	0.00	0.00	42.28	42.28	0.00	0.84	null	null	0.00 - 0.00%	0.00%	null	USD	42.28	41.44	41.44 - 42.28	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/6/2016	42.28	null	3:58pm	3:58pm - <b>42.28</b>	null	null	null	null	HORIZONS US 7 TO 10 YR TREAS BD	null	null	41.44	null	0.00	null	null	0.00%	0.00%	inf%	inf%	2.03%	42.28	null	null	null	null	null	null	null	TOR	HTB-U.to	null	null	0.00	10	42.28	41.44	41.44 - 42.28	HTB.U
null	null	20.05	null	null	19.98	null	0.00	0.00	19.63	19.63	-0.01	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	19.64	19.63	19.63 - 19.64	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/7/2016	19.63	null	9:34am	9:34am - <b>19.63</b>	null	null	null	null	HORIZONS SP TSX 60 INDEX ETF US	null	null	19.64	null	0.00	null	null	-0.05%	0.00%	inf%	inf%	0.00%	19.63	null	null	null	null	null	null	null	TOR	HXT-U.to	null	null	0.00	688	19.64	19.63	19.63 - 19.64	HXT.U
null	null	16.36	null	null	16.29	null	0.00	0.00	16.52	16.52	-0.12	1.77	null	null	0.00 - 0.00%	0.00%	null	CAD	16.52	16.52	16.52 - 16.52	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/30/2016	16.52	null	9:35am	9:35am - <b>16.52</b>	null	null	null	null	HORIZONS SEASONAL ROTATION ETF	null	null	16.52	null	0.00	null	null	-0.72%	0.00%	inf%	inf%	12.00%	16.52	null	null	null	null	null	null	null	TOR	HAC-A.to	null	null	0.00	80	16.64	14.75	14.75 - 16.64	HAC.A
null	null	11.38	null	null	11.30	null	0.00	0.00	11.26	11.26	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	11.26	11.26	11.26 - 11.26	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/1/2016	11.26	null	12:26pm	12:26pm - <b>11.26</b>	null	null	null	null	HORIZONS US EQUITY MGD RISK ETF	null	null	11.26	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	11.26	null	null	null	null	null	null	null	TOR	HUS-U.to	null	null	0.00	22	11.26	11.26	11.26 - 11.26	HUS.U
null	null	11.38	null	null	11.31	null	0.00	0.00	11.31	11.31	0.00	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	11.31	11.31	11.31 - 11.31	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	3/28/2016	11.31	null	10:46am	10:46am - <b>11.31</b>	null	null	null	null	HORIZONS US EQUITY MGD RISK ETF	null	null	null	null	0.00	null	null	0.00%	0.00%	inf%	inf%	0.00%	11.31	null	null	null	null	null	null	null	TOR	HUS-V.to	null	null	0.00	12	11.31	11.31	11.31 - 11.31	HUS.V
null	null	12.990	null	219989	12.930	null	0.000	-0.135	-0.273	-0.509	-1.655	1.045	null	null	-0.135 - -1.032%	-1.032%	null	CAD	12.965	12.900	12.900 - 12.965	null	null	null	null	null	null	null	null	0.000	null	null	null	null	13.218	null	null	null	null	null	null	null	4/8/2016	12.945	null	3:59pm	3:59pm - <b>12.945</b>	null	null	null	null	HORIZONS US DOLLAR CURRENCY ETF	null	null	12.950	null	0.000	null	null	-11.336%	-1.032%	-2.063%	-3.780%	8.782%	13.080	null	null	null	null	null	null	null	TOR	DLR.to	null	null	13.453	128944	14.600	11.900	11.900 - 14.600	DLR
null	null	9.96	null	null	9.95	null	0.00	0.00	9.95	9.95	-0.01	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	9.95	9.95	9.95 - 9.95	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/8/2016	9.95	null	3:13pm	3:13pm - <b>9.95</b>	null	null	null	null	HORIZONS US DOLLAR CURRENCY ETF	null	null	9.95	null	0.00	null	null	-0.05%	0.00%	inf%	inf%	0.00%	9.95	null	null	null	null	null	null	null	TOR	DLR-U.to	null	null	0.00	27553	9.95	9.95	9.95 - 9.95	DLR.U
null	null	37.33	null	null	37.28	null	0.00	0.00	37.20	37.20	-0.47	0.00	null	null	0.00 - 0.00%	0.00%	null	USD	37.67	37.20	37.20 - 37.67	null	null	null	null	null	null	null	null	0.00	null	null	null	null	0.00	null	null	null	null	null	null	null	4/7/2016	37.20	null	1:53pm	1:53pm - <b>37.20</b>	null	null	null	null	HORIZONS SP 500 INDEX ETF USD	null	null	37.66	null	0.00	null	null	-1.25%	0.00%	inf%	inf%	0.00%	37.20	null	null	null	null	null	null	null	TOR	HXS-U.to	null	null	0.00	408	37.67	37.20	37.20 - 37.67	HXS.U
null	null	16.94	null	327564	16.86	null	13.75	-0.37	-0.61	-2.36	-12.62	2.06	null	null	-0.37 - -2.14%	-2.14%	null	CAD	17.45	16.66	16.66 - 17.45	null	null	null	4/15/2016	0.20	1.16	596.00M	0.47	-0.51	null	0.61	null	3/29/2016	17.51	null	null	null	null	null	null	null	4/8/2016	16.90	null	4:00pm	4:00pm - <b>16.90</b>	null	null	3.08B	null	HUDSONS BAY COMPANY	null	null	17.45	null	0.91	27.80	null	-42.75%	-2.14%	-3.48%	-12.26%	13.88%	17.27	1.26	35.96	23.15	null	0.34	null	13.69	TOR	HBC.to	null	null	19.26	270762	29.52	14.84	14.84 - 29.52	HBC
null	null	4.05	null	2271470	4.01	null	7.60	0.07	-0.58	-0.92	-8.60	1.75	null	null	0.07 - 1.78%	1.78%	null	CAD	4.12	4.00	4.00 - 4.12	null	null	null	3/31/2016	0.02	0.51	285.54M	0.03	-0.02	null	-1.41	null	3/9/2016	4.59	null	null	null	null	null	null	null	4/8/2016	4.01	null	4:00pm	4:00pm - <b>4.01</b>	null	null	943.30M	null	HUDBAY MINERALS INC.	null	null	4.04	null	1.60	null	null	-68.20%	1.78%	-12.59%	-18.72%	77.43%	3.94	0.52	133.67	57.29	null	1.05	null	3.14	TOR	HBM.to	null	null	4.93	1912714	12.61	2.26	2.26 - 12.61	HBM
null	null	0.05	null	25171	0.03	null	0.05	0.00	-0.00	0.00	-0.03	0.01	null	null	0.00 - 0.00%	0.00%	null	CAD	0.03	0.03	0.03 - 0.03	null	null	null	null	null	null	-1.75M	-0.40	0.00	null	-0.01	null	null	0.03	null	null	null	null	null	null	null	4/4/2016	0.03	null	9:29am	9:29am - <b>0.03</b>	null	null	14.77M	null	HORIZONTE MINERALS PLC	null	null	0.03	null	0.00	null	null	-50.00%	0.00%	-6.25%	3.11%	50.00%	0.03	0.60	null	null	null	null	null	14.08	TOR	HZM.to	null	null	0.03	7250	0.06	0.02	0.02 - 0.06	HZM
null	null	15.78	null	1856220	15.77	null	16.19	0.22	0.26	-0.79	-12.29	4.43	null	null	0.22 - 1.41%	1.41%	null	CAD	16.20	15.71	15.71 - 16.20	null	null	null	1/11/2016	0.00	0.00	3.63B	-0.56	-0.23	null	-4.47	null	11/25/2015	15.51	null	null	null	null	null	null	null	4/8/2016	15.77	null	4:15pm	4:15pm - <b>15.77</b>	null	null	15.86B	null	HUSKY ENERGY INC.	null	null	15.88	null	1.13	null	null	-43.80%	1.41%	1.71%	-4.75%	39.07%	15.55	0.96	null	38.46	null	0.86	null	5.67	TOR	HSE.to	null	null	16.56	1178782	28.06	11.34	11.34 - 28.06	HSE
null	null	23.56	null	399676	23.55	null	15.85	-0.01	-0.03	0.78	-0.94	2.03	null	null	-0.01 - -0.04%	-0.04%	null	CAD	23.60	23.54	23.54 - 23.60	null	null	null	3/31/2016	null	null	1.84B	1.17	0.23	null	1.39	null	3/15/2016	23.59	null	null	null	null	null	null	null	4/8/2016	23.56	null	4:00pm	4:00pm - <b>23.56</b>	null	null	14.02B	null	HYDRO ONE LIMITED	null	null	23.58	null	4.48	16.95	null	-3.84%	-0.04%	-0.14%	3.40%	9.43%	23.57	1.49	20.14	18.85	null	2.15	null	0.00	TOR	H.to	null	null	22.78	799544	24.50	21.53	21.53 - 24.50	H
null	null	10.96	null	2352	10.75	null	0.65	0.24	0.04	-1.02	-5.83	2.83	null	null	0.24 - 2.28%	2.28%	null	CAD	11.00	10.74	10.74 - 11.00	null	null	null	null	7.06	7.70	-5.67M	-0.23	-0.14	null	-0.86	null	null	10.71	null	null	null	null	null	null	null	4/8/2016	10.75	null	3:58pm	3:58pm - <b>10.75</b>	null	null	108.49M	null	HYDROGENICS CORPORATION	null	null	10.90	null	-1.39	null	null	-35.16%	2.28%	0.34%	-8.69%	35.73%	10.51	16.19	null	21.50	null	2.64	null	0.42	TOR	HYG.to	null	null	11.77	5309	16.58	7.92	7.92 - 16.58	HYG
null	null	0.30	null	24571	0.27	null	0.59	-0.01	-0.04	-0.09	-0.32	0.08	null	null	-0.01 - -3.57%	-3.57%	null	CAD	0.28	0.26	0.26 - 0.28	null	null	null	null	1.78	6.30	-973994.00	-0.09	0.00	null	-0.28	null	null	0.31	null	null	null	null	null	null	null	4/8/2016	0.27	null	3:50pm	3:50pm - <b>0.27</b>	null	null	8.31M	null	HYDUKE ENERGY SERVICES INC.	null	null	0.28	null	0.00	null	null	-54.24%	-3.57%	-13.30%	-24.16%	42.11%	0.28	0.48	null	null	null	0.28	null	0.00	TOR	HYD.to	null	null	0.36	28100	0.59	0.19	0.19 - 0.59	HYD
null	null	88.50	null	null	88.00	null	0.00	-0.01	null	null	-0.02	0.00	null	null	-0.01 - -0.01%	-0.01%	null	CAD	88.02	88.00	88.00 - 88.02	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/8/2016	88.00	null	11:14am	11:14am - <b>88.00</b>	null	null	null	null	IBI GROUP INC 6 PCT DEBS	null	null	null	null	0.00	null	null	-0.02%	-0.01%	null	null	0.00%	88.01	null	null	null	null	null	null	null	TOR	IBG-DBB.to	null	null	null	75000	88.02	88.00	88.00 - 88.02	IBG.DB.B
null	null	0.050	null	91092	0.045	null	0.266	0.000	-0.012	-0.027	-0.265	0.005	null	null	0.000 - 0.000%	0.000%	null	CAD	0.050	0.045	0.045 - 0.050	null	null	null	null	null	null	-3.92M	-0.070	0.000	null	-0.053	null	null	0.057	null	null	null	null	null	null	null	4/8/2016	0.045	null	3:44pm	3:44pm - <b>0.045</b>	null	null	7.78M	null	IC POTASH CORP	null	null	0.050	null	0.000	null	null	-85.484%	0.000%	-20.455%	-37.525%	12.500%	0.045	0.169	null	null	null	null	null	0.030	TOR	ICP.to	null	null	0.072	34000	0.310	0.040	0.040 - 0.310	ICP
null	null	3.90	null	83024	3.82	null	-1.86	-0.03	0.06	1.27	-0.41	2.35	null	null	-0.03 - -0.77%	-0.77%	null	CAD	3.94	3.85	3.85 - 3.94	null	null	null	3/31/2013	0.00	0.00	36.22M	0.34	0.11	null	0.04	null	2/26/2013	3.82	null	null	null	null	null	null	null	4/8/2016	3.88	null	3:59pm	3:59pm - <b>3.88</b>	null	null	69.10M	null	IBI GROUP INC.	null	null	3.94	null	2.30	107.78	null	-9.56%	-0.77%	1.63%	48.67%	153.59%	3.91	null	11.41	10.21	null	0.22	null	0.16	TOR	IBG.to	null	null	2.61	14700	4.29	1.53	1.53 - 4.29	IBG
null	null	97.50	null	null	96.50	null	0.00	0.99	null	null	0.00	0.00	null	null	0.99 - 1.03%	1.03%	null	CAD	97.50	97.50	97.50 - 97.50	null	null	null	null	null	null	null	null	0.00	null	1.11	null	null	null	null	null	null	null	null	null	null	4/8/2016	97.50	null	10:10am	10:10am - <b>97.50</b>	null	null	null	null	IBI GROUP INC. 7.0 PCT DEBS	null	null	null	null	0.00	null	null	0.00%	1.03%	null	null	0.00%	96.51	null	null	null	null	null	null	null	TOR	IBG-DB.to	null	null	null	5000	97.50	97.50	97.50 - 97.50	IBG.DB
null	null	90.00	null	null	87.60	null	0.00	0.00	null	null	-0.51	0.39	null	null	0.00 - 0.00%	0.00%	null	CAD	88.01	87.11	87.11 - 88.01	null	null	null	null	null	null	null	null	0.00	null	null	null	null	null	null	null	null	null	null	null	null	4/4/2016	87.50	null	3:04pm	3:04pm - <b>87.50</b>	null	null	null	null	IBI GROUP INC 7.0 PCT DEBS SERI	null	null	null	null	0.00	null	null	-0.58%	0.00%	null	null	0.45%	87.50	null	null	null	null	null	null	null	TOR	IBG-DBC.to	null	null	null	165000	88.01	87.11	87.11 - 88.01	IBG.DB.C
